alpha_country__0,alpha_country__1,alpha_country__2,alpha_country__3,alpha_country__4,alpha_country__5,alpha_country__6,alpha_country__7,alpha_country__8,alpha_country__9,alpha_country__10,alpha_country__11,alpha_country__12,alpha_country__13,alpha_country__14,alpha_country__15,alpha_country__16,alpha_country__17,alpha_country__18,alpha_country__19,alpha_country__20,alpha_country__21,alpha_country__22,alpha_country__23,alpha_country__24,alpha_auction_mech__0,alpha_auction_mech__1,alpha_start_bids__0,alpha_start_bids__1,beta_lots__0,beta_mean_res__0,beta_BPL__0,sigma_log__,sigma
0.3749950928827457,-0.5921417702138396,0.6227600232147814,-0.8557303350245649,-0.9268896508328317,-0.005547620575414802,0.1260568686151009,-0.12091514894590549,0.7896409606550105,-0.7155310548698419,0.6534539151603433,0.18090448824799932,-0.6939018923148552,0.6339541689866519,0.9019241832124201,-0.5251527922545114,-0.9454386577944935,-0.7129770340039052,-0.22454576796959724,0.8723408744294789,0.6685444896742516,0.9010852450853446,0.2809372826231291,0.8869674131251111,-0.7373421721652302,0.7431910325089297,0.5538204653670251,-0.6474385810193592,-0.6598872221533334,0.6191314131904362,0.07580916471727628,0.9046805884287743,0.9313454473393791,2.5379215212971147
0.3749950928827457,-0.5921417702138396,0.6227600232147814,-0.8557303350245649,-0.9268896508328317,-0.005547620575414802,0.1260568686151009,-0.12091514894590549,0.7896409606550105,-0.7155310548698419,0.6534539151603433,0.18090448824799932,-0.6939018923148552,0.6339541689866519,0.9019241832124201,-0.5251527922545114,-0.9454386577944935,-0.7129770340039052,-0.22454576796959724,0.8723408744294789,0.6685444896742516,0.9010852450853446,0.2809372826231291,0.8869674131251111,-0.7373421721652302,0.7431910325089297,0.5538204653670251,-0.6474385810193592,-0.6598872221533334,0.6191314131904362,0.07580916471727628,0.9046805884287743,0.9313454473393791,2.5379215212971147
0.3538139891317723,-0.5696494954194135,0.6159340457473468,-0.8498370023324573,-0.9243348523404827,-0.010527514093453698,0.12051624279977874,-0.10818124574881233,0.8258596810041015,-0.6994514729527376,0.6404332230763514,0.20143142242102435,-0.6816660382020773,0.6032945814409965,0.8805229269643776,-0.5067900076925982,-0.9034664022421588,-0.675438008740801,-0.2779195202291933,0.8389835401553727,0.6514402948614969,0.9359392645891379,0.2652997626676573,0.8814146982384133,-0.7725157581109158,0.7605627822858181,0.5537825474207219,-0.686976100169118,-0.6484698088609135,0.5718055868465636,0.04913660556581173,0.836052845142477,0.25257732756263607,1.2873390390962185
0.35844189606531696,-0.5622996089867637,0.6187494321521717,-0.8464193386178726,-0.9248915555724184,0.0023335742036406353,0.11650236533687931,-0.11106857435428932,0.8286250140310104,-0.7066880153555362,0.6384791704116325,0.19347691297134084,-0.6810312787508879,0.6023662354657671,0.8864536467725304,-0.5094296413353132,-0.8982650116784424,-0.6756796111032567,-0.2844248563544942,0.8348723514234911,0.6509373166763565,0.9336291618230294,0.26072497745620815,0.8860177291476334,-0.7762374818354592,0.771824143627853,0.559077159148723,-0.6898141994933945,-0.6433229060667819,0.5640983241027985,0.044562907771083744,0.8177245845358548,0.21394146897079633,1.238550159056318
0.29909617505342206,-0.5917162718562025,0.580620759740519,-0.8911274931614702,-0.8745181350021912,0.02898616693576228,-0.10223881334450752,-0.2758888443370249,0.8254987944806358,-0.4676847706472038,0.5689333571248528,0.16438661406347507,-0.5339360123677905,0.54318062276503,0.9312369017581767,-0.3557312184955756,-0.3180324112937066,-0.7287844215273571,-0.1258493605148201,0.6267748286907304,0.5177467822980438,0.4424732372549162,0.19445473642206187,0.9054561397643884,-0.6096955948410774,0.7143794724399114,0.5883069306556118,-0.6658192021478806,-0.5966670397386782,-0.02340516407027857,-0.1170863858079015,0.10462742443318196,-0.9838651896206922,0.373863250194922
0.30195755514938666,-0.5774437722187811,0.5161346234923899,-0.8700793775991503,-0.8829006471978562,0.010222516675860603,-0.11675654360426715,-0.2779957208717596,0.7996490955680747,-0.40919272878099977,0.5746766803121981,0.1439899962017135,-0.5100014776315258,0.5203548679302199,0.9060816085395663,-0.3466820595622281,-0.2659680016026232,-0.7166470679643926,-0.106795269679861,0.6098475068202938,0.49094514228499525,0.3859235853171653,0.17978428259387694,0.9187099309243879,-0.5590796088251669,0.6610859482543562,0.5529313635718888,-0.708462232223311,-0.6198958009378222,0.11385245133894888,-0.01840082571445804,0.21020080355972173,-0.9060593431790129,0.4041135633263417
0.3280349895816099,-0.5447100276756459,0.43349554571379273,-0.8164964129213527,-0.8822742246564379,0.03205023359328481,-0.1414892044323265,-0.26372444690083563,0.750758014435422,-0.32347954201161994,0.5723810382034725,0.09098453013068629,-0.49547894758744637,0.4613025398649617,0.8329198877858143,-0.3080270950584145,-0.15349794122074303,-0.7278439723434288,-0.09883179500699713,0.5620238134751117,0.4425964834875316,0.2799885799771029,0.15820316566864753,0.9070904446472363,-0.4491320918474415,0.6918402619212698,0.5663557349308797,-0.6956153391218739,-0.5957786120082234,0.05860929273359603,-0.013098744271433526,0.16323335082695084,-0.9965171872125387,0.36916293017195856
0.3175587826173645,-0.48345454086960205,0.2997652781547215,-0.718684549358392,-0.8978247027765542,0.06386274212035248,-0.12200439720755524,-0.19618957725604433,0.6486171963396417,-0.160452130769883,0.5586338400920768,0.062396790853633456,-0.40213299835913696,0.46308888297038886,0.7011573609849728,-0.20957526405278495,-0.028325942320325675,-0.7292736548700176,-0.005249090462952891,0.4803458804098788,0.2958730587551817,0.11284462286081849,0.14321616874257162,0.8394878053027846,-0.2720873095234712,0.6617848259689881,0.5328555326184187,-0.694136856924686,-0.6103546145569484,0.06578869698160893,-0.0031890030932297817,0.11532312665820171,-1.2002474184011642,0.30111970014002276
0.29399043221852084,-0.48544202688220234,0.29027845419400955,-0.6858224583748019,-0.8758842306067017,0.05214482177461073,-0.12669004438142112,-0.1774270101927888,0.6227645126964565,-0.09580531180180153,0.5531625489862794,0.0745606720905643,-0.37457945129781317,0.45795176976018903,0.662117795765293,-0.18087479974524873,-0.009171241594815896,-0.7429069273309644,0.0027373166120650645,0.45648845169153185,0.2566381575177797,0.06388656405626203,0.12285293410433519,0.8185107452041012,-0.23381687456268854,0.6528695742552174,0.5388723593860114,-0.7080468610587474,-0.6309136820556759,0.08781904250429218,-0.0037298256697403456,0.10853634056895183,-1.2705847719558132,0.2806674473286437
0.30482424489486154,-0.4756486232691025,0.282750726242234,-0.6456050453136041,-0.8640829522971365,0.0422115516412709,-0.13995347957646828,-0.1964998192713441,0.6313611556656177,-0.0722217566622317,0.5624073121822627,0.04436145470880927,-0.36815991008784743,0.4328278890146362,0.643859719969169,-0.1811950750317445,-0.005143548367660587,-0.7342203360304185,0.006511731878001457,0.43511687747070765,0.24525719561930884,0.058290188510557665,0.11920796333214698,0.8045818488566268,-0.2013385056912317,0.6727561723288288,0.5312216343449204,-0.7047126658528964,-0.6172255954124443,0.06832468007604273,-0.01004867991045647,0.09706399948913287,-1.295733095055612,0.27369714474361956
